Gene                      Capacity   Entropy    Info       logC       R         
sp|P35250|RFC2_HUMAN      354.000    201.361    152.639    8.468      1.319     
sp|P40938|RFC3_HUMAN      356.000    221.480    134.520    8.476      1.646     
sp|Q8TAC1|RFESD_HUMAN     157.000    102.727    54.273     7.295      1.893     
sp|P48378|RFX2_HUMAN      723.000    527.109    195.891    9.498      2.691     
sp|O75154|RFIP3_HUMAN     756.000    687.627    68.373     9.562      10.057    
sp|Q96AA3|RFT1_HUMAN      541.000    199.797    341.203    9.079      0.586     
sp|Q6ZTI6|RFLA_HUMAN      216.000    182.586    33.414     7.755      5.464     
sp|Q8N5W9|RFLB_HUMAN      214.000    168.747    45.253     7.741      3.729     
sp|Q9Y644|RFNG_HUMAN      331.000    230.328    100.672    8.371      2.288     
sp|O14921|RGS13_HUMAN     159.000    116.391    42.609     7.313      2.732     
sp|P49758|RGS6_HUMAN      472.000    318.451    153.549    8.883      2.074     
sp|Q5JS13|RGPS1_HUMAN     557.000    408.249    148.751    9.122      2.745     
sp|Q13972|RGRF1_HUMAN     1273.000   885.119    387.881    10.314     2.282     
sp|Q9NX20|RM16_HUMAN      251.000    175.738    75.262     7.972      2.335     
sp|Q9H310|RHBG_HUMAN      441.000    217.477    223.523    8.785      0.973     
sp|Q6NTF9|RHBD2_HUMAN     364.000    224.554    139.446    8.508      1.610     
sp|Q9H0U6|RM18_HUMAN      180.000    123.205    56.795     7.492      2.169     
sp|P49406|RM19_HUMAN      292.000    209.167    82.833     8.190      2.525     
sp|Q9BYC9|RM20_HUMAN      149.000    80.527     68.473     7.219      1.176     
sp|O94844|RHBT1_HUMAN     696.000    430.064    265.936    9.443      1.617     
sp|P18577|RHCE_HUMAN      417.000    162.028    254.972    8.704      0.635     
sp|Q15382|RHEB_HUMAN      184.000    111.125    72.875     7.524      1.525     
sp|Q96D21|RHES_HUMAN      266.000    179.004    86.996     8.055      2.058     
sp|Q6ZWK4|RHEX_HUMAN      172.000    129.024    42.976     7.426      3.002     
sp|P0C7M4|RHF2B_HUMAN     288.000    250.184    37.816     8.170      6.616     
sp|Q13084|RM28_HUMAN      256.000    176.958    79.042     8.000      2.239     
sp|O43182|RHG06_HUMAN     974.000    859.391    114.609    9.928      7.498     
sp|Q8TCC3|RM30_HUMAN      161.000    112.676    48.324     7.331      2.332     
sp|Q9BRR9|RHG09_HUMAN     750.000    595.406    154.594    9.551      3.851     
sp|A1A4S6|RHG10_HUMAN     786.000    585.731    200.269    9.618      2.925     
sp|Q9Y6G3|RM42_HUMAN      142.000    102.335    39.665     7.150      2.580     
sp|Q8N392|RHG18_HUMAN     663.000    493.484    169.516    9.373      2.911     
sp|Q14CB8|RHG19_HUMAN     494.000    371.038    122.962    8.948      3.017     
sp|Q5T5U3|RHG21_HUMAN     1957.000   1736.508   220.492    10.934     7.876     
sp|Q7Z5H3|RHG22_HUMAN     698.000    569.771    128.229    9.447      4.443     
sp|Q9HD33|RM47_HUMAN      250.000    184.009    65.991     7.966      2.788     
sp|Q96GC5|RM48_HUMAN      212.000    140.328    71.672     7.728      1.958     
sp|P42331|RHG25_HUMAN     645.000    495.985    149.015    9.333      3.328     
sp|Q52LW3|RHG29_HUMAN     1261.000   983.911    277.089    10.300     3.551     
sp|Q7Z6I6|RHG30_HUMAN     1101.000   978.166    122.834    10.105     7.963     
sp|Q2M1Z3|RHG31_HUMAN     1444.000   1283.803   160.197    10.496     8.014     
sp|Q6ZRI8|RHG36_HUMAN     547.000    382.786    164.214    9.095      2.331     
sp|Q9C0H5|RHG39_HUMAN     1083.000   840.218    242.782    10.081     3.461     
sp|Q5TG30|RHG40_HUMAN     622.000    448.122    173.878    9.281      2.577     
sp|A6NI28|RHG42_HUMAN     874.000    655.911    218.089    9.771      3.008     
sp|Q17R89|RHG44_HUMAN     818.000    656.811    161.189    9.676      4.075     
sp|Q6IQ22|RAB12_HUMAN     244.000    177.021    66.979     7.931      2.643     
sp|Q13636|RAB31_HUMAN     194.000    119.470    74.530     7.600      1.603     
sp|Q96QF0|RAB3I_HUMAN     476.000    369.927    106.073    8.895      3.487     
sp|Q7Z6M1|RABEK_HUMAN     372.000    249.796    122.204    8.539      2.044     
sp|P57735|RAB25_HUMAN     213.000    133.424    79.576     7.735      1.677     
sp|O60216|RAD21_HUMAN     631.000    523.289    107.711    9.301      4.858     
sp|Q9P0K7|RAI14_HUMAN     980.000    886.647    93.353     9.937      9.498     
sp|P20339|RAB5A_HUMAN     215.000    148.470    66.530     7.748      2.232     
sp|Q8WWW0|RASF5_HUMAN     418.000    329.082    88.918     8.707      3.701     
sp|Q8IUD2|RB6I2_HUMAN     1116.000   1065.738   50.262     10.124     21.204    
sp|Q9NYW8|RBAK_HUMAN      714.000    585.343    128.657    9.480      4.550     
sp|Q86YV0|RASL3_HUMAN     1011.000   823.944    187.056    9.982      4.405     
sp|Q9NYN1|RASLC_HUMAN     266.000    188.526    77.474     8.055      2.433     
sp|P51159|RB27A_HUMAN     221.000    131.032    89.968     7.788      1.456     
sp|Q7Z6E9|RBBP6_HUMAN     1792.000   1709.353   82.647     10.807     20.683    
sp|P98179|RBM3_HUMAN      157.000    138.434    18.566     7.295      7.456     
sp|Q5T481|RBM20_HUMAN     1227.000   1080.132   146.868    10.261     7.354     
sp|Q9UBF6|RBX2_HUMAN      113.000    66.003     46.997     6.820      1.404     
sp|A6NDE4|RBY1B_HUMAN     496.000    471.859    24.141     8.954      19.546    
sp|O95199|RCBT2_HUMAN     551.000    303.208    247.792    9.106      1.224     
sp|P18754|RCC1_HUMAN      421.000    298.399    122.601    8.718      2.434     
sp|P54727|RD23B_HUMAN     409.000    352.673    56.327     8.676      6.261     
sp|Q9HBD1|RC3H2_HUMAN     1191.000   961.963    229.037    10.218     4.200     
sp|O95294|RASL1_HUMAN     804.000    540.358    263.642    9.651      2.050     
sp|Q9UL26|RB22A_HUMAN     194.000    116.187    77.813     7.600      1.493     
sp|Q9BX46|RBM24_HUMAN     236.000    171.900    64.100     7.883      2.682     
sp|Q96H35|RBM18_HUMAN     190.000    142.554    47.446     7.570      3.005     
sp|P49792|RBP2_HUMAN      3224.000   2573.951   650.049    11.655     3.960     
sp|P0DJD3|RBY1A_HUMAN     496.000    472.394    23.606     8.954      20.011    
sp|Q14257|RCN2_HUMAN      317.000    241.001    75.999     8.308      3.171     
sp|P25791|RBTN2_HUMAN     158.000    79.580     78.420     7.304      1.015     
sp|P0DJH9|RD3L_HUMAN      198.000    141.302    56.698     7.629      2.492     
sp|O75452|RDH16_HUMAN     317.000    166.848    150.152    8.308      1.111     
sp|Q8NG50|RDM1_HUMAN      284.000    194.867    89.133     8.150      2.186     
sp|Q69383|REC6_HUMAN      105.000    98.708     6.292      6.714      15.688    
sp|P61573|REC9_HUMAN      105.000    98.708     6.292      6.714      15.688    
sp|O15258|RER1_HUMAN      196.000    87.630     108.370    7.615      0.809     
sp|Q9H6L5|RETR1_HUMAN     497.000    357.502    139.498    8.957      2.563     
sp|Q8NC44|RETR2_HUMAN     543.000    430.302    112.698    9.085      3.818     
sp|Q86VR2|RETR3_HUMAN     466.000    331.717    134.283    8.864      2.470     
sp|P35251|RFC1_HUMAN      1148.000   955.208    192.792    10.165     4.955     
sp|Q13156|RFA4_HUMAN      261.000    169.616    91.384     8.028      1.856     
sp|P35249|RFC4_HUMAN      363.000    254.827    108.173    8.504      2.356     
sp|Q9BXF6|RFIP5_HUMAN     653.000    587.123    65.877     9.351      8.912     
sp|P0C7P2|RFL3S_HUMAN     107.000    97.339     9.661      6.741      10.076    
sp|Q6ZV50|RFX8_HUMAN      586.000    363.408    222.592    9.195      1.633     
sp|Q6PCD5|RFWD3_HUMAN     774.000    591.591    182.409    9.596      3.243     
sp|A6NFN3|RFOX3_HUMAN     312.000    245.456    66.544     8.285      3.689     
sp|O75677|RFPL1_HUMAN     317.000    212.610    104.390    8.308      2.037     
sp|Q6NW40|RGMB_HUMAN      437.000    285.865    151.135    8.771      1.891     
sp|O15492|RGS16_HUMAN     202.000    159.521    42.479     7.658      3.755     
sp|Q3MIN7|RGL3_HUMAN      710.000    566.716    143.284    9.472      3.955     
sp|Q08116|RGS1_HUMAN      209.000    165.608    43.392     7.707      3.817     
sp|O14715|RGPD8_HUMAN     1765.000   1326.648   438.352    10.785     3.026     
sp|Q8NE09|RGS22_HUMAN     1264.000   828.181    435.819    10.304     1.900     
sp|Q9NRI6|PYY2_HUMAN      33.000     19.093     13.907     5.044      1.373     
sp|Q04671|P_HUMAN         838.000    426.377    411.623    9.711      1.036     
sp|P20742|PZP_HUMAN       1482.000   906.195    575.805    10.533     1.574     
sp|P07919|QCR6_HUMAN      91.000     85.969     5.031      6.508      17.087    
sp|O14957|QCR10_HUMAN     56.000     22.507     33.493     5.807      0.672     
sp|Q96PU8|QKI_HUMAN       341.000    265.087    75.913     8.414      3.492     
sp|Q9NXS2|QPCTL_HUMAN     382.000    241.181    140.819    8.577      1.713     
sp|Q6NUR6|R216L_HUMAN     42.000     25.577     16.423     5.392      1.557     
sp|P62820|RAB1A_HUMAN     205.000    131.286    73.714     7.679      1.781     
sp|Q8TBN0|R3GEF_HUMAN     382.000    306.819    75.181     8.577      4.081     
sp|O15315|RA51B_HUMAN     384.000    238.787    145.213    8.585      1.644     
sp|O43502|RA51C_HUMAN     376.000    227.277    148.723    8.555      1.528     
sp|Q15276|RABE1_HUMAN     862.000    788.246    73.754     9.752      10.688    
sp|P51149|RAB7A_HUMAN     207.000    125.332    81.668     7.693      1.535     
sp|Q96AX2|RAB37_HUMAN     223.000    134.800    88.200     7.801      1.528     
sp|P20336|RAB3A_HUMAN     220.000    138.941    81.059     7.781      1.714     
sp|Q6WBX8|RAD9B_HUMAN     426.000    278.765    147.235    8.735      1.893     
sp|Q96T37|RBM15_HUMAN     977.000    839.375    137.625    9.932      6.099     
sp|Q9P258|RCC2_HUMAN      522.000    348.655    173.345    9.028      2.011     
sp|Q7Z3Z2|RD3_HUMAN       195.000    165.212    29.788     7.607      5.546     
sp|Q96NR8|RDH12_HUMAN     316.000    176.935    139.065    8.304      1.272     
sp|Q9HBH5|RDH14_HUMAN     336.000    213.872    122.128    8.392      1.751     
sp|Q9H6H4|REEP4_HUMAN     257.000    169.556    87.444     8.006      1.939     
sp|Q96HR9|REEP6_HUMAN     211.000    104.005    106.995    7.721      0.972     
sp|Q13123|RED_HUMAN       557.000    512.525    44.475     9.122      11.524    
sp|Q9BRK0|REEP2_HUMAN     252.000    176.035    75.965     7.977      2.317     
sp|Q6NUK4|REEP3_HUMAN     255.000    168.364    86.636     7.994      1.943     
sp|P04808|REL1_HUMAN      185.000    124.916    60.084     7.531      2.079     
sp|Q8NC24|RELL2_HUMAN     303.000    273.633    29.367     8.243      9.318     
sp|O75628|REM1_HUMAN      298.000    238.985    59.015     8.219      4.050     
sp|Q8IYK8|REM2_HUMAN      340.000    290.848    49.152     8.409      5.917     
sp|Q01201|RELB_HUMAN      579.000    471.817    107.183    9.177      4.402     
sp|Q96D71|REPS1_HUMAN     796.000    690.246    105.754    9.637      6.527     
sp|Q92785|REQU_HUMAN      391.000    322.220    68.780     8.611      4.685     
sp|Q96IC2|REXO5_HUMAN     774.000    487.333    286.667    9.596      1.700     
sp|Q96B86|RGMA_HUMAN      450.000    297.933    152.067    8.814      1.959     
sp|O15539|RGS5_HUMAN      181.000    142.968    38.032     7.500      3.759     
sp|Q6ZVN8|RGMC_HUMAN      426.000    303.456    122.544    8.735      2.476     
sp|O15211|RGL2_HUMAN      777.000    646.281    130.719    9.602      4.944     
sp|P57771|RGS8_HUMAN      180.000    139.823    40.177     7.492      3.480     
sp|Q9NS28|RGS18_HUMAN     235.000    187.454    47.546     7.877      3.943     
sp|O75916|RGS9_HUMAN      674.000    492.736    181.264    9.397      2.718     
sp|Q99666|RGPD5_HUMAN     1765.000   1329.969   435.031    10.785     3.057     
sp|O76081|RGS20_HUMAN     388.000    323.470    64.530     8.600      5.013     
sp|P49796|RGS3_HUMAN      1198.000   950.038    247.962    10.226     3.831     
sp|P47804|RGR_HUMAN       291.000    129.696    161.304    8.185      0.804     
sp|Q9BYD1|RM13_HUMAN      178.000    117.445    60.555     7.476      1.939     
sp|Q9P015|RM15_HUMAN      296.000    202.027    93.973     8.209      2.150     
sp|Q9NRX2|RM17_HUMAN      175.000    121.510    53.490     7.451      2.272     
sp|O75783|RHBL1_HUMAN     438.000    245.707    192.293    8.775      1.278     
sp|Q9Y3P4|RHBD3_HUMAN     386.000    276.487    109.513    8.592      2.525     
sp|Q9NX52|RHBL2_HUMAN     303.000    137.862    165.138    8.243      0.835     
