Gene                      Capacity   Entropy    Info       logC       R         
DP00814                   110.000    109.942    0.058      6.781      1899.432  
DP00610                   1206.000   991.550    214.450    10.236     4.624     
DP00615                   3010.000   1742.578   1267.422   11.556     1.375     
DP00348                   2441.000   2140.771   300.229    11.253     7.130     
DP00342                   582.000    523.157    58.843     9.185      8.891     
DP00594                   1073.000   938.248    134.752    10.067     6.963     
DP00463                   991.000    581.441    409.559    9.953      1.420     
DP00347                   87.000     69.670     17.330     6.443      4.020     
DP00090                   419.000    273.983    145.017    8.711      1.889     
DP00096                   262.000    174.435    87.565     8.033      1.992     
DP00390                   418.000    293.058    124.942    8.707      2.346     
DP00398                   687.000    463.364    223.636    9.424      2.072     
DP00006                   105.000    88.096     16.904     6.714      5.212     
DP00766                   196.000    144.241    51.759     7.615      2.787     
DP00169                   445.000    286.573    158.427    8.798      1.809     
DP00166                   210.000    184.941    25.059     7.714      7.380     
DP00163                   265.000    218.067    46.933     8.050      4.646     
DP00783                   264.000    196.865    67.135     8.044      2.932     
DP00627                   288.000    220.759    67.241     8.170      3.283     
DP00914                   193.000    151.179    41.821     7.592      3.615     
DP00912                   142.000    121.191    20.809     7.150      5.824     
DP00309                   1210.000   817.632    392.368    10.241     2.084     
DP00303                   154.000    110.429    43.571     7.267      2.534     
DP00537                   478.000    352.645    125.355    8.901      2.813     
DP00436                   445.000    315.753    129.247    8.798      2.443     
DP00539                   486.000    468.448    17.552     8.925      26.689    
DP00864                   211.000    161.835    49.165     7.721      3.292     
DP00236                   304.000    293.580    10.420     8.248      28.174    
DP00233                   741.000    575.940    165.060    9.533      3.489     
DP00658                   193.000    190.023    2.977      7.592      63.829    
DP00068                   206.000    184.814    21.186     7.687      8.723     
DP00039                   90.000     89.999     0.001      6.492      105542.446
DP00188                   332.000    264.873    67.127     8.375      3.946     
DP01025                   107.000    86.258     20.742     6.741      4.159     
DP00129                   549.000    462.916    86.084     9.101      5.377     
DP00155                   288.000    243.925    44.075     8.170      5.534     
DP00896                   497.000    380.969    116.031    8.957      3.283     
DP00154                   583.000    477.765    105.235    9.187      4.540     
DP00757                   110.000    86.863     23.137     6.781      3.754     
DP00696                   94.000     62.860     31.140     6.555      2.019     
DP00197                   180.000    145.870    34.130     7.492      4.274     
DP00192                   190.000    141.557    48.443     7.570      2.922     
DP00052                   302.000    206.880    95.120     8.238      2.175     
DP00670                   383.000    257.401    125.599    8.581      2.049     
DP00571                   470.000    279.627    190.373    8.877      1.469     
DP00824                   83.000     66.711     16.289     6.375      4.095     
DP00156                   363.000    306.729    56.271     8.504      5.451     
DP00152                   336.000    263.709    72.291     8.392      3.648     
DP00559                   398.000    283.633    114.367    8.637      2.480     
DP00588                   3011.000   1700.654   1310.346   11.556     1.298     
DP00375                   263.000    158.615    104.385    8.039      1.520     
DP00378                   785.000    708.031    76.969     9.617      9.199     
DP00404                   365.000    231.681    133.319    8.512      1.738     
DP00472                   639.000    471.553    167.447    9.320      2.816     
DP00218                   1004.000   896.583    107.417    9.972      8.347     
DP00999                   1253.000   800.708    452.292    10.291     1.770     
DP01087                   101.000    92.261     8.739      6.658      10.557    
DP00380                   111.000    73.725     37.275     6.794      1.978     
DP00387                   116.000    94.384     21.616     6.858      4.366     
DP00786                   162.000    136.684    25.316     7.340      5.399     
DP01097                   151.000    144.625    6.375      7.238      22.687    
DP01098                   505.000    301.234    203.766    8.980      1.478     
DP00987                   61.000     50.611     10.389     5.931      4.872     
DP00146                   75.000     50.234     24.766     6.229      2.028     
DP00028                   118.000    113.282    4.718      6.883      24.013    
DP00027                   97.000     88.013     8.987      6.600      9.794     
DP01009                   839.000    722.622    116.378    9.713      6.209     
DP01004                   76.000     58.824     17.176     6.248      3.425     
DP00323                   434.000    300.489    133.511    8.762      2.251     
DP00325                   166.000    165.027    0.973      7.375      169.560   
DP00284                   575.000    412.514    162.486    9.167      2.539     
DP00732                   1251.000   749.508    501.492    10.289     1.495     
DP00513                   101.000    66.402     34.598     6.658      1.919     
DP00518                   196.000    175.068    20.932     7.615      8.364     
DP00965                   195.000    193.959    1.041      7.607      186.380   
DP00963                   337.000    329.290    7.710      8.397      42.709    
DP00806                   188.000    146.099    41.901     7.555      3.487     
DP00606                   260.000    258.192    1.808      8.022      142.793   
DP00217                   200.000    166.817    33.183     7.644      5.027     
DP00358                   160.000    131.312    28.688     7.322      4.577     
DP00102                   1979.000   1631.057   347.943    10.951     4.688     
DP00104                   286.000    242.548    43.452     8.160      5.582     
DP00083                   281.000    263.652    17.348     8.134      15.198    
DP00086                   393.000    340.442    52.558     8.618      6.477     
DP00076                   1428.000   991.182    436.818    10.480     2.269     
DP00778                   268.000    195.694    72.306     8.066      2.706     
DP00776                   137.000    122.029    14.971     7.098      8.151     
DP01071                   422.000    406.965    15.035     8.721      27.068    
DP00179                   68.000     67.756     0.244      6.087      278.239   
DP00174                   149.000    148.419    0.581      7.219      255.629   
DP00796                   129.000    82.589     46.411     7.011      1.780     
DP00791                   111.000    94.458     16.542     6.794      5.710     
DP00655                   677.000    415.630    261.370    9.403      1.590     
DP00073                   313.000    195.852    117.148    8.290      1.672     
DP00256                   373.000    353.903    19.097     8.543      18.532    
DP00925                   277.000    109.069    167.931    8.114      0.649     
DP00310                   437.000    269.742    167.258    8.771      1.613     
DP00423                   258.000    236.227    21.773     8.011      10.849    
DP00428                   603.000    400.201    202.799    9.236      1.973     
DP00853                   147.000    124.418    22.582     7.200      5.510     
DP00224                   667.000    639.700    27.300     9.382      23.433    
DP00490                   538.000    399.317    138.683    9.071      2.879     
DP01077                   823.000    795.899    27.101     9.685      29.368    
DP01084                   610.000    414.934    195.066    9.253      2.127     
DP01089                   33.000     31.541     1.459      5.044      21.620    
DP01035                   226.000    214.517    11.483     7.820      18.681    
DP00136                   219.000    213.153    5.847      7.775      36.453    
DP00030                   777.000    584.013    192.987    9.602      3.026     
DP00546                   129.000    122.947    6.053      7.011      20.311    
DP00886                   91.000     66.991     24.009     6.508      2.790     
DP00297                   239.000    149.877    89.123     7.901      1.682     
DP00299                   111.000    67.688     43.312     6.794      1.563     
DP00723                   345.000    198.406    146.594    8.430      1.353     
DP00686                   602.000    353.841    248.159    9.234      1.426     
DP00959                   862.000    756.060    105.940    9.752      7.137     
DP00049                   1187.000   1120.485   66.515     10.213     16.845    
DP00042                   70.000     69.998     0.002      6.129      32775.341 
DP00664                   173.000    172.382    0.618      7.435      278.841   
DP00506                   207.000    138.918    68.082     7.693      2.040     
DP00818                   70.000     55.379     14.621     6.129      3.787     
DP00956                   89.000     70.498     18.502     6.476      3.810     
DP00815                   206.000    196.762    9.238      7.687      21.300    
DP00611                   646.000    539.327    106.673    9.335      5.056     
DP00263                   132.000    85.798     46.202     7.044      1.857     
DP00349                   321.000    168.412    152.588    8.326      1.104     
DP00929                   86.000     76.677     9.323      6.426      8.224     
DP00465                   99.000     76.421     22.579     6.629      3.385     
DP00462                   390.000    230.965    159.035    8.607      1.452     
DP00951                   238.000    237.431    0.569      7.895      417.390   
DP00091                   267.000    215.684    51.316     8.061      4.203     
DP00097                   194.000    184.833    9.167      7.600      20.163    
DP00397                   330.000    176.763    153.237    8.366      1.154     
DP00003                   529.000    392.913    136.087    9.047      2.887     
DP00005                   107.000    94.750     12.250     6.741      7.735     
DP00767                   397.000    372.345    24.655     8.633      15.102    
DP01068                   411.000    381.948    29.052     8.683      13.147    
DP00167                   183.000    122.720    60.280     7.516      2.036     
DP00996                   141.000    105.137    35.863     7.140      2.932     
DP00623                   389.000    337.905    51.095     8.604      6.613     
DP00626                   139.000    76.288     62.712     7.119      1.216     
DP00917                   273.000    192.413    80.587     8.093      2.388     
DP00919                   208.000    149.068    58.932     7.700      2.530     
DP00719                   410.000    313.843    96.157     8.679      3.264     
DP00304                   481.000    303.185    177.815    8.910      1.705     
DP00534                   131.000    107.842    23.158     7.033      4.657     
DP00437                   418.000    343.426    74.574     8.707      4.605     
DP00861                   151.000    123.612    27.388     7.238      4.513     
DP00866                   72.000     65.874     6.126      6.170      10.752    
DP00541                   590.000    539.941    50.059     9.205      10.786    
DP00549                   134.000    125.510    8.490      7.066      14.784    
DP01058                   141.000    127.045    13.955     7.140      9.104     
DP00329                   224.000    198.789    25.211     7.807      7.885     
DP00186                   143.000    142.516    0.484      7.160      294.344   
DP00120                   771.000    761.893    9.107      9.591      83.658    
DP00123                   458.000    314.801    143.199    8.839      2.198     
DP01028                   224.000    163.494    60.506     7.807      2.702     
DP00892                   77.000     72.488     4.512      6.267      16.066    
DP00897                   451.000    353.877    97.123     8.817      3.644     
DP00753                   151.000    119.790    31.210     7.238      3.838     
DP00756                   238.000    157.755    80.245     7.895      1.966     
DP00225                   915.000    786.057    128.943    9.838      6.096     
DP00196                   708.000    705.358    2.642      9.468      266.939   
DP00054                   416.000    301.952    114.048    8.700      2.648     
DP00499                   430.000    275.155    154.845    8.748      1.777     
DP00553                   848.000    555.453    292.547    9.728      1.899     
DP00220                   345.000    185.015    159.985    8.430      1.156     
DP00827                   70.000     48.722     21.278     6.129      2.290     
DP00828                   80.000     50.214     29.786     6.322      1.686     
DP00582                   54.000     41.404     12.596     5.755      3.287     
DP00944                   241.000    228.237    12.763     7.913      17.882    
DP00558                   379.000    241.862    137.138    8.566      1.764     
DP00374                   226.000    161.732    64.268     7.820      2.517     
DP00273                   350.000    205.891    144.109    8.451      1.429     
DP00400                   582.000    336.750    245.250    9.185      1.373     
DP00473                   593.000    360.154    232.846    9.212      1.547     
DP00350                   151.000    83.789     67.211     7.238      1.247     
DP00998                   340.000    254.827    85.173     8.409      2.992     
DP00991                   316.000    174.617    141.383    8.304      1.235     
DP00381                   848.000    643.472    204.528    9.728      3.146     
DP00389                   1023.000   761.878    261.122    9.999      2.918     
DP00015                   76.000     66.247     9.753      6.248      6.792     
DP01013                   72.000     54.146     17.854     6.170      3.033     
DP01016                   96.000     59.821     36.179     6.585      1.654     
DP00631                   284.000    271.266    12.734     8.150      21.302    
DP00903                   144.000    105.820    38.180     7.170      2.772     
DP00908                   84.000     70.340     13.660     6.392      5.150     
DP00332                   317.000    288.958    28.042     8.308      10.304    
DP00705                   109.000    105.073    3.927      6.768      26.757    
DP00524                   1192.000   1034.511   157.489    10.219     6.569     
DP00415                   156.000    127.339    28.661     7.285      4.443     
DP00053                   350.000    222.064    127.936    8.451      1.736     
DP00973                   204.000    162.156    41.844     7.672      3.875     
DP00874                   477.000    310.731    166.269    8.898      1.869     
DP00978                   843.000    444.336    398.664    9.719      1.115     
DP00207                   1061.000   889.436    171.564    10.051     5.184     
DP00690                   323.000    176.943    146.057    8.335      1.211     
DP00119                   310.000    308.471    1.529      8.276      201.770   
DP00111                   440.000    304.184    135.816    8.781      2.240     
DP01054                   98.000     74.088     23.912     6.615      3.098     
DP01050                   102.000    71.568     30.432     6.672      2.352     
DP00741                   66.000     43.763     22.237     6.044      1.968     
DP00051                   423.000    227.976    195.024    8.725      1.169     
DP01040                   280.000    270.598    9.402      8.129      28.780    
DP00060                   336.000    219.982    116.018    8.392      1.896     
DP00067                   147.000    109.365    37.635     7.200      2.906     
DP00645                   185.000    159.807    25.193     7.531      6.343     
DP00562                   219.000    121.531    97.469     7.775      1.247     
DP00567                   112.000    81.707     30.293     6.807      2.697     
DP00835                   283.000    196.130    86.870     8.145      2.258     
DP00241                   726.000    573.966    152.034    9.504      3.775     
DP00932                   186.000    146.323    39.677     7.539      3.688     
DP00935                   81.000     45.310     35.690     6.340      1.270     
DP00365                   499.000    324.270    174.730    8.963      1.856     
DP00410                   1435.000   913.587    521.413    10.487     1.752     
DP00576                   364.000    259.962    104.038    8.508      2.499     
DP01064                   296.000    201.876    94.124     8.209      2.145     
DP01065                   724.000    520.199    203.801    9.500      2.552     
DP01032                   1091.000   935.875    155.125    10.091     6.033     
DP00489                   360.000    245.996    114.004    8.492      2.158     
DP00482                   162.000    117.498    44.502     7.340      2.640     
DP00031                   293.000    165.268    127.732    8.195      1.294     
DP01092                   88.000     85.875     2.125      6.459      40.410    
DP01094                   88.000     50.495     37.505     6.459      1.346     
DP00980                   142.000    115.784    26.216     7.150      4.417     
DP00984                   167.000    130.207    36.793     7.384      3.539     
DP00145                   124.000    98.348     25.652     6.954      3.834     
DP00025                   1018.000   882.693    135.307    9.992      6.524     
DP00020                   827.000    684.199    142.801    9.692      4.791     
DP01002                   222.000    150.431    71.569     7.794      2.102     
DP00941                   1102.000   727.669    374.331    10.106     1.944     
DP00327                   338.000    208.833    129.167    8.401      1.617     
DP00282                   1500.000   910.126    589.874    10.551     1.543     
DP00730                   109.000    96.147     12.853     6.768      7.481     
DP00458                   650.000    439.408    210.592    9.344      2.087     
DP00516                   253.000    156.531    96.469     7.983      1.623     
DP00271                   348.000    142.439    205.561    8.443      0.693     
DP00961                   851.000    602.933    248.067    9.733      2.431     
DP00800                   535.000    332.857    202.143    9.063      1.647     
DP00356                   270.000    237.947    32.053     8.077      7.423     
DP00351                   910.000    697.887    212.113    9.830      3.290     
DP00608                   536.000    468.918    67.082     9.066      6.990     
DP00722                   178.000    142.342    35.658     7.476      3.992     
DP00101                   500.000    381.448    118.552    8.966      3.218     
DP00089                   315.000    189.837    125.163    8.299      1.517     
DP00080                   341.000    316.317    24.683     8.414      12.815    
DP00683                   234.000    208.367    25.633     7.870      8.129     
DP00075                   765.000    621.439    143.561    9.579      4.329     
DP00775                   586.000    451.727    134.273    9.195      3.364     
DP00078                   380.000    351.867    28.133     8.570      12.507    
DP01075                   1076.000   1055.972   20.028     10.071     52.725    
DP01078                   1460.000   1229.755   230.245    10.512     5.341     
DP00171                   648.000    435.630    212.370    9.340      2.051     
DP00793                   115.000    99.757     15.243     6.845      6.544     
DP00657                   265.000    264.111    0.889      8.050      297.034   
DP00799                   96.000     68.425     27.575     6.585      2.481     
DP00250                   258.000    176.736    81.264     8.011      2.175     
DP00922                   192.000    143.477    48.523     7.585      2.957     
DP00319                   636.000    515.746    120.254    9.313      4.289     
DP00421                   202.000    201.103    0.897      7.658      224.270   
DP00427                   887.000    547.916    339.084    9.793      1.616     
DP00850                   337.000    228.846    108.154    8.397      2.116     
DP00554                   1473.000   990.433    482.567    10.525     2.052     
DP00221                   585.000    584.735    0.265      9.192      2210.366  
DP00228                   1873.000   1008.435   864.565    10.871     1.166     
DP01082                   1889.000   1404.179   484.821    10.883     2.896     
DP00176                   720.000    487.553    232.447    9.492      2.097     
DP00148                   512.000    399.313    112.687    9.000      3.544     
DP01036                   105.000    104.744    0.256      6.714      408.468   
DP00032                   506.000    321.377    184.623    8.983      1.741     
DP01038                   65.000     62.884     2.116      6.022      29.713    
DP00880                   300.000    207.361    92.639     8.229      2.238     
DP00889                   86.000     74.626     11.374     6.426      6.561     
DP00798                   304.000    225.821    78.179     8.248      2.889     
DP00725                   165.000    98.643     66.357     7.366      1.487     
DP00685                   94.000     58.114     35.886     6.555      1.619     
DP00729                   100.000    61.149     38.851     6.644      1.574     
DP01105                   672.000    447.645    224.355    9.392      1.995     
DP00044                   190.000    179.253    10.747     7.570      16.680    
DP00667                   185.000    183.990    1.010      7.531      182.146   
DP00508                   182.000    109.402    72.598     7.508      1.507     
DP00669                   183.000    115.138    67.862     7.516      1.697     
DP00954                   842.000    723.410    118.590    9.718      6.100     
DP00812                   158.000    98.114     59.886     7.304      1.638     
DP00345                   953.000    703.433    249.567    9.896      2.819     
DP00614                   248.000    153.657    94.343     7.954      1.629     
DP00592                   62.000     61.610     0.390      5.954      157.878   
DP00928                   72.000     55.821     16.179     6.170      3.450     
DP00619                   170.000    105.448    64.552     7.409      1.634     
DP00461                   387.000    284.893    102.107    8.596      2.790     
DP00468                   317.000    222.512    94.488     8.308      2.355     
DP00288                   73.000     57.009     15.991     6.190      3.565     
DP00095                   419.000    257.596    161.404    8.711      1.596     
DP00661                   105.000    94.203     10.797     6.714      8.725     
DP00399                   503.000    303.805    199.195    8.974      1.525     
DP00007                   318.000    215.542    102.458    8.313      2.104     
DP00008                   256.000    225.618    30.382     8.000      7.426     
DP00168                   261.000    184.398    76.602     8.028      2.407     
DP01067                   264.000    231.253    32.747     8.044      7.062     
DP00162                   88.000     53.447     34.553     6.459      1.547     
DP00780                   70.000     46.291     23.709     6.129      1.952     
DP00620                   432.000    280.032    151.968    8.755      1.843     
DP00915                   64.000     59.677     4.323      6.000      13.803    
DP00913                   853.000    475.903    377.097    9.736      1.262     
DP00308                   367.000    214.593    152.407    8.520      1.408     
DP00301                   159.000    94.914     64.086     7.313      1.481     
DP00307                   323.000    210.083    112.917    8.335      1.861     
DP00530                   168.000    167.410    0.590      7.392      283.569   
DP00432                   93.000     84.925     8.075      6.539      10.518    
DP00865                   148.000    97.110     50.890     7.209      1.908     
DP00543                   63.000     60.266     2.734      5.977      22.041    
DP00544                   120.000    118.566    1.434      6.907      82.687    
DP00151                   549.000    502.122    46.878     9.101      10.711    
DP00659                   385.000    310.598    74.402     8.589      4.175     
DP00181                   1970.000   1456.106   513.894    10.944     2.833     
DP01100                   441.000    420.873    20.127     8.785      20.910    
DP01026                   0.000      0.000      0.000      -144269504088896339968.000 0.000     
DP00128                   651.000    633.066    17.934     9.347      35.299    
DP00065                   1315.000   1111.965   203.035    10.361     5.477     
DP00895                   241.000    224.951    16.049     7.913      14.017    
DP00222                   720.000    671.142    48.858     9.492      13.736    
DP00699                   709.000    584.637    124.363    9.470      4.701     
DP00759                   77.000     70.811     6.189      6.267      11.441    
DP00194                   165.000    111.980    53.020     7.366      2.112     
DP00193                   178.000    104.679    73.321     7.476      1.428     
DP00198                   234.000    140.326    93.674     7.870      1.498     
DP00578                   505.000    286.845    218.155    8.980      1.315     
DP00573                   2332.000   1429.425   902.575    11.187     1.584     
DP00575                   212.000    121.887    90.113     7.728      1.353     
DP00822                   137.000    106.212    30.788     7.098      3.450     
DP00584                   613.000    597.631    15.369     9.260      38.886    
DP00581                   206.000    150.844    55.156     7.687      2.735     
DP00943                   817.000    763.419    53.581     9.674      14.248    
DP00372                   106.000    87.599     18.401     6.728      4.760     
DP00379                   348.000    226.789    121.211    8.443      1.871     
DP00407                   654.000    441.799    212.201    9.353      2.082     
DP00605                   663.000    483.974    179.026    9.373      2.703     
DP00600                   201.000    139.160    61.840     7.651      2.250     
DP00211                   240.000    227.760    12.240     7.907      18.608    
DP00997                   253.000    195.849    57.151     7.983      3.427     
DP00992                   138.000    81.817     56.183     7.109      1.456     
DP00385                   420.000    276.523    143.477    8.714      1.927     
DP00013                   165.000    109.223    55.777     7.366      1.958     
DP00018                   198.000    192.009    5.991      7.629      32.050    
DP01010                   204.000    127.338    76.662     7.672      1.661     
DP00540                   345.000    258.619    86.381     8.430      2.994     
DP00636                   1184.000   985.106    198.894    10.209     4.953     
DP00907                   80.000     73.830     6.170      6.322      11.966    
DP00337                   151.000    92.824     58.176     7.238      1.596     
DP00709                   126.000    115.657    10.343     6.977      11.183    
DP00700                   707.000    609.341    97.659     9.466      6.239     
DP00520                   451.000    428.104    22.896     8.817      18.698    
DP00446                   225.000    178.211    46.789     7.814      3.809     
DP00975                   79.000     65.515     13.485     6.304      4.858     
DP00876                   3391.000   2027.992   1363.008   11.727     1.488     
DP00873                   624.000    409.438    214.562    9.285      1.908     
DP00202                   65.000     47.497     17.503     6.022      2.714     
DP00750                   126.000    98.421     27.579     6.977      3.569     
DP00527                   112.000    104.275    7.725      6.807      13.498    
DP00117                   68.000     39.519     28.481     6.087      1.388     
DP00112                   155.000    153.553    1.447      7.276      106.154   
DP00029                   211.000    153.622    57.378     7.721      2.677     
DP00613                   378.000    333.772    44.228     8.562      7.547     
DP00748                   304.000    238.018    65.982     8.248      3.607     
DP00180                   222.000    146.737    75.263     7.794      1.950     
DP01043                   125.000    91.204     33.796     6.966      2.699     
DP01048                   408.000    365.280    42.720     8.672      8.551     
DP00640                   525.000    363.354    161.646    9.036      2.248     
DP00646                   358.000    222.425    135.575    8.484      1.641     
DP00565                   170.000    117.913    52.087     7.409      2.264     
DP00836                   241.000    169.104    71.896     7.913      2.352     
DP00939                   568.000    530.967    37.033     9.150      14.338    
DP00242                   84.000     53.533     30.467     6.392      1.757     
DP00937                   351.000    291.717    59.283     8.455      4.921     
DP00616                   710.000    458.359    251.641    9.472      1.821     
DP00133                   507.000    445.165    61.835     8.986      7.199     
DP00418                   1218.000   927.891    290.109    10.250     3.198     
DP01031                   3033.000   1776.438   1256.562   11.567     1.414     
DP00846                   179.000    115.389    63.611     7.484      1.814     
DP00841                   419.000    296.675    122.325    8.711      2.425     
DP01063                   1016.000   878.048    137.952    9.989      6.365     
DP00486                   640.000    438.224    201.776    9.322      2.172     
DP00037                   250.000    140.459    109.541    7.966      1.282     
DP01096                   2924.000   2392.822   531.178    11.514     4.505     
DP00989                   63.000     56.454     6.546      5.977      8.625     
DP01090                   18562.000  15735.731  2826.269   14.180     5.568     
DP00147                   92.000     67.085     24.915     6.524      2.693     
DP00140                   85.000     67.492     17.508     6.409      3.855     
DP00026                   495.000    415.702    79.298     8.951      5.242     
DP00947                   106.000    80.606     25.394     6.728      3.174     
DP01005                   131.000    86.931     44.069     7.033      1.973     
DP00320                   402.000    240.235    161.765    8.651      1.485     
DP00280                   500.000    333.715    166.285    8.966      2.007     
DP00287                   213.000    162.264    50.736     7.735      3.198     
DP00734                   855.000    714.632    140.368    9.740      5.091     
DP00512                   133.000    96.675     36.325     7.055      2.661     
DP00455                   435.000    269.102    165.898    8.765      1.622     
DP00809                   130.000    103.792    26.208     7.022      3.960     
DP00803                   144.000    97.034     46.966     7.170      2.066     
DP00804                   59.000     39.805     19.195     5.883      2.074     
DP00353                   354.000    232.692    121.308    8.468      1.918     
DP00214                   314.000    284.944    29.056     8.295      9.807     
DP00848                   155.000    125.903    29.097     7.276      4.327     
DP00103                   197.000    149.330    47.670     7.622      3.133     
DP00305                   626.000    386.873    239.127    9.290      1.618     
DP00082                   952.000    829.195    122.805    9.895      6.752     
DP00085                   551.000    468.986    82.014     9.106      5.718     
DP00077                   1323.000   970.287    352.713    10.370     2.751     
DP00070                   140.000    129.728    10.272     7.129      12.629    
DP00771                   155.000    124.761    30.239     7.276      4.126     
DP01070                   568.000    499.651    68.349     9.150      7.310     
DP01076                   959.000    888.195    70.805     9.905      12.544    
DP00173                   331.000    266.025    64.975     8.371      4.094     
DP00795                   44.000     43.998     0.002      5.459      28317.211 
DP00790                   108.000    95.784     12.216     6.755      7.841     
DP00652                   154.000    117.743    36.257     7.267      3.247     
DP00252                   268.000    152.554    115.446    8.066      1.321     
DP00257                   196.000    152.857    43.143     7.615      3.543     
DP00926                   213.000    166.604    46.396     7.735      3.591     
DP00315                   458.000    323.821    134.179    8.839      2.413     
DP00422                   98.000     73.959     24.041     6.615      3.076     
DP00854                   199.000    166.375    32.625     7.637      5.100     
DP00858                   195.000    156.489    38.511     7.607      4.064     
DP00551                   134.000    124.090    9.910      7.066      12.522    
DP00491                   893.000    693.286    199.714    9.803      3.471     
DP01080                   476.000    301.726    174.274    8.895      1.731     
DP01085                   640.000    428.373    211.627    9.322      2.024     
DP00069                   116.000    85.522     30.478     6.858      2.806     
DP00132                   395.000    273.007    121.993    8.626      2.238     
DP00135                   833.000    751.818    81.182     9.702      9.261     
DP00138                   177.000    155.539    21.461     7.468      7.247     
DP00883                   58.000     32.769     25.231     5.858      1.299     
DP00885                   147.000    131.381    15.619     7.200      8.412     
DP00292                   114.000    81.319     32.681     6.833      2.488     
DP00726                   346.000    190.108    155.892    8.435      1.219     
DP00720                   723.000    550.752    172.248    9.498      3.197     
DP00680                   34.000     33.610     0.390      5.087      86.077    
DP01103                   1873.000   993.316    879.684    10.871     1.129     
DP00048                   206.000    145.439    60.561     7.687      2.402     
DP00041                   204.000    193.484    10.516     7.672      18.399    
DP00663                   171.000    164.107    6.893      7.418      23.808    
DP00505                   171.000    92.268     78.732     7.418      1.172     
DP00953                   354.000    266.919    87.081     8.468      3.065     
DP00810                   108.000    77.806     30.194     6.755      2.577     
DP00816                   205.000    198.959    6.041      7.679      32.935    
DP00340                   137.000    90.265     46.735     7.098      1.931     
DP00262                   826.000    663.892    162.108    9.690      4.095     
DP00265                   254.000    189.837    64.163     7.989      2.959     
DP00343                   1424.000   1315.350   108.650    10.476     12.106    
DP00464                   552.000    394.024    157.976    9.109      2.494     
DP00346                   649.000    388.859    260.141    9.342      1.495     
DP00098                   1183.000   952.154    230.846    10.208     4.125     
